thread_id	domain	type	source	request
88811	book	jdoc-annotated	librarything	Sf Sixties Time Travel Death Row Inmate joins Time Travellers Prehistoric Denmark?. Im looking for a time travel novel (story?) that I read in the mid-sixties. Mysterious woman gets condemned man off Death Row, in exchange for his enlistment with her group of time travellers. (Of course, it was really self-defense. He was set up so he could be recruited) He winds up in pre-historic Denmark, or thereabouts. I thought it was one of Poul Andersons Time Patrol series, but it isnt. Any help appreciated.
22268	book	jdoc-annotated	librarything	Children abducted for social experiment - kid's book 60s-70s. I'm looking for a book told from a perspective of a girl age ~12 who mysteriously (I can't remember the details) awakes in a weird school-type environment with other kids. They learn, eat, sleep, and do homework on a set schedule, but never have any contact with adults. Everything is automated and they just follow the schedule. It's not a bad life and our hero's academic performance improves, but she's understandably confused and wonders who is behind their situation. At one point, the kids rebel - why are we here, anyway? - and they are punished with some sort of nerve gas that paralyzes them causes them to hear loud sounds and smell a horrible smell. They all behave, but the main character and one other child escape at the end of the novel and on their way out of the building read files that reveal details of the experiment. I read this around 1988, but I don't remember it being particularly ""new."" I think it had to be published in the 60s or 70s, no later than 1985. After a few years of thinking about it, I remembered the title - ""The Hawthorne Experiment."" That makes sense, because the Hawthone experiments dealt with the way the subjects of an experiement change their behavior when they know they've being observed. The only problem is that my memory must be wrong, unless it's not in the Library of Congress catalog. I have been going crazy trying to figure this out for at least seven years. It's pretty obscure and this is a long shot, but if anyone can help, I will die of joy. Thanks for reading!
125091	book	jdoc-annotated	librarything	Vampire hotel/motel ?. I don't have much to go on with this one but i'm hoping one of you can help me with this one. I'm trying to find a children's book I read as a kid in the 80's that has something in the title like ""Vampire Motel or hotel"" any help finding the real title or author would be greatly appreciated. :)
22246	book	jdoc-annotated	librarything	teen-age boy looking for lost gold mine. I'm trying to remember the name of a Juvenile/YA book I read in the late 1960s. It was almost certainly written after WWII. A teen-age boy in the Southwest is searching for a lost gold mine in the mountains. I believe there is a character called the Candyman. A certain brand of canned peaches becomes a crucial plot-point. Thanks.
94761	book	jdoc-annotated	librarything	Book about a ""silly / stupid family"" for older children -- this is a tough one!. My sister and I have been puzzling over this one for years. It's a book that dates to the 1960s or before, about a ""silly"" family (with the word silly or stupid in the title). The wife makes the husband do rather silly things to stave off danger, like during a rainstorm, standing in a tub of water, or standing on a chair in the closet in the dark while holding a wire hanger. She has a reason why he should do this, and he goes along. The book consists of separate chapters, each with a different such incident. It is illustrated with line drawings. It was really funny to us when We read it as kids, and my sister read it to her kids in the 1980s as well. I have a sense that it could have been written before the 1960s, since ours was an older library copy. We think the words ""silly"" or ""stupid"" and ""family"" possibly were in the title, but aren't certain. I've done a number of google and LT searches to no avail. Help!
27705	book	jdoc-annotated	librarything	French-language comic book with time travel. I read this book in the 80s. It was a French-language comic book, like Le 4as about a group of people that time travel in a device that also spins around really fast. They communicate with the local population and leave to escape a volcano erupting. They manage to return to the present, where they find a depiction of their craft on ancient temple walls in nearby ruins. I tried to locate it recently, but the branch library where I read it originally had given it away since no one was reading it.
64668	book	jdoc-annotated	librarything	Book about 9/11 written by a widow who lived in New Jersey.. This book focused primarily on surviving families in New Jersey and was written about 1 year after 9/11, I think. I read it at least 3 years ago. It was a very good book but I cannot remember the name of the book or the writer. Faye
64846	book	jdoc-annotated	librarything	Adult fiction female jewel thief travels around europe/male cop steals paintings. There are two books from the same author about the same character - a female jewel thief (gemcutter?) who lives in France. I believe one book is about an emerald (crown jewel?). She might have a little dog. I can't remember any names or titles. I would like to read them again but am getting frustrated because I can't find them anywhere. There's also a cop who steals paintings and then returns them to the police station to show people how easy it is to break into their houses. At least one was new within the last 5 years, maybe.
115019	book	jdoc-annotated	librarything	Historical YA time travel. I read a book in 2001 or 2002 about a young (high school age) couple who travel back in time to the medieval period. They're assumed to be married and have to share a bed and things get awwwwkward. The girl is captured by an evil villain who possibly wants to marry her and trap her in the medieval period forever. Oh, and she does magic! She might live in a shop with her grandmother in a 'she taught her everything she knows' way. The boy might be called Jared or something like that? Towards the end he fights the villain who captured the girl. If I remember correctly, his parents died, possibly in a car crash. I think they meet in science class, possibly when the boy gets so angry that something blows up, and she heals him. And at one point they're in a cafe with classmates and he ignores her and she gets annoyed. Does that sound familiar to anyone? The book was quite big and my paperback copy was greeny-gray coloured, I think the picture was of clouds or a storm, possibly with a castle on the front. I remember being absolutely in love with the book and would like to reread it to see if it's as good as I remember = Thanks for your help!
111989	book	jdoc-annotated	librarything	Young Adult Science Fiction. Hi! I'm a teenager, and I fondly remember a book I read when I was younger. It was about a virtual reality video game, which was used to settle disputes. I remember that the main character went away from the normal mold and created a new character, which focused on beauty, named the Swashbuckler (I'm not sure). It may sound childish, but I strongly remember it. Any help would be greatly appreciated.
101356	book	jdoc-annotated	librarything	Holocaust Fiction? - Gentile Rescuer. I'm pretty sure this was a novel, not a memoir. A woman becomes the mistress of a German officer in WWII. She manages to rescue some of the Jews working in a factory, hiding them in her home. I think her boyfriend finds out at some point, but pretends not to be aware of it. I think she was a Polish Gentile. Her father was killed because he would not step of a sidewalk for a German soldier.
79774	book	jdoc-annotated	librarything	Heroic quest at sea... Hi - I'm trying to track down a book I used to borrow from my local library approx 20 years ago. The version I borrowed was a large book with illustrations. The plot was along the lines of an heroic quest with the shipmates sailing from adventure to adventure. I remember chapters involving the main protagonist playing chess with death, the ship sailing close to the 'Edge of the World' and an encounter with fear/ despair inducing mermaids.. Any suggestions welcome as would love to read this with my son having enjoyed it so much as a boy myself!
119306	book	jdoc-annotated	librarything	Nonfiction, about how low prices are bad. For some people, that is, in the long run. Lots of stories / examples, but the only one I remember is Wal-Mart. I heard an interview with the female author, probably on NPR, probably not on Fresh Air, about three years ago, give or take a year. Searching Amazon shows that there are a few books on this topic, but I can't find any by a woman. Thank you! Ernie
27625	book	jdoc-annotated	librarything	Teen book girl being brainwashed by aunt and uncle. I read this book probably about twenty years ago and can't remember the name of the book or the author. An orphaned girl lives happily with her Aunt until one day the Aunt marries some really creepy man. They go to live in his house where he has three daughters from his first marriage. These daughters never leave the house or go to school and the man has brainwashed the Aunt into his way of thinking, which I think is some weird cross between an extreem religion and a desire to protect and control his children. The girl wants a normal life and tries to escape, even to the point of getting out and begging the neighbours to help her but the Aunt and Uncle catch her and tell the neighbours she is mentally disabled and not to pay her any attention. Eventually the middle daughter (who I think is called Helen) becomes caught up in the girl's description of real life, friends, school etc and agrees to help her. The girl pretends to be coming around to the Uncle's way of thinking and is eventually allowed to leave the house in the company of his daughters. They go jogging late at night for exercise with a cover story of looking for a lost puppy. This is how the girl and Helen escape. I'm not sure if that's how it ends or just all I can remember but I'm trying to replace my old books and this was one that got away somehow but that I would like to track down.
113543	book	jdoc-annotated	librarything	YA/Child - a book about a girl and her mum who own an antique shop and a strange boy that comes to w. Hi, I'm looking for this book about a girl and her mum who own an antique shop, and a strange boy comes to work for them, telling the loveliest yarns about their antiques to customers. First (I think), a grandfather clock that was owned by a fatalistic irishman, whose belief in his fated death led to it; and then something about a jewellery box (?) in India... Basically, he managed to come up with colourful stories that made their antiques sell well, but this didn't go down well with the girl/her mum who had a policy of not lying.. and then it started turning out each of the stories was true.. And in the end, the boy turned out to be a lonely author getting lost in his book and the girl and her mum were characters therein... I've been racking my mind for a while but can't come up with anything... other than *I think* it was a female author..
92996	book	jdoc-annotated	librarything	YA SciFi. Teen genious with military moves.. I read this novel about 8 to 10 years ago. It may have been a novella. Not sure. Anyway, it takes place somewhere in space and in the somewhat far future. Teenage boy works for government doing stuff on a computer creating virtual moves so the army can move ahead and accomplish those moves. The teenager has a relationship with some teen female, they have some love story. This is a guess, but I can't remember too well, I think they try to run away at some point with some friends of theirs. Also, the novel is first person perspective, in the boy's view. No idea what any of the names for the characters were. At some points, the words were italicized, and the boy would narrate the time. That's all I can think of right now, also, the cover, I remember was either orange or red with a grid looking thing on it. Maybe even yellow. Please help if you can. Thanks.!
74255	book	jdoc-annotated	librarything	YA Fiction, 7-9 years ago, Boy is bored & taken away to a magical house, four seasons in a day, can'. I really can't remember much about this Book, it just popped into my head and I really want to find it now. I'm not even sure whether I actually read it or dreamt it haha. anyway... How I remember it: A Young boy either a) fights with his mother and is in his room angry at her b) Is just bored on school holidays in his room (I get the feeling this is set in England) A crazy man comes in either: a) by flying through the window b) or appearing with a ""pop"" The man offers the boy a life of fun and freedom the boy accepts. They then travel to a house of some sort where there are all four seasons in a day. As I remember it he loves it there then sinister undertones are revealed and the boy begins to miss his family. He tries to escape but everytime he goes through the gate it simply leads him back to the house through some sort of magic. In the end he escapes using some sort of rope or sling shot contraption. It's really sad in the end because he only stays there for about 10 days but on the outside world that is equivalent to 10 years and his parents have put out missing persons posters and stuff and he has been missing for the whole time. Ring a bell anyone?? Like I said I probably made a lot of these details up. Thanks heaps Aleesha
103678	book	jdoc-annotated	librarything	romance between maid of honor and best man. Maid of honor is asked to go check in on bachelor party. She puts on some kind of disgue and ends up sleeping with the best man. I also remember somthing about an animal auction for chartiy where he ends us with a bunch of animals because he was trying to impress her.
116403	book	jdoc-annotated	librarything	Young boy dies and enters new world. Hello! I've been looking for this book for a while and can't remember an awful lot except the beginning. The young boy's brother dies and someone says what a pity it is that he didn't die instead as the older brother was handsome and clever etc etc. Somehow this boy ends up dying to try and be with his brother and ends up in a fantasy world where he is someone special too (or all people are special?) and there's a horse (perhaps on the cover?). Urgh, none of that is particularly helpful, but it's been really bugging me and thought someone here might know!
116997	book	jdoc-annotated	librarything	children's book about a girl and a welsh dragon with no name. Hi All, I'm looking for the title of a book, or maybe a series of books, that I read as a child - would probably have been late 70s, maybe early 80s at a push. It was about a girl who went on holiday to Wales (UK) and found a friendly dragon living in a cave on the beach. She brought him food (he was always hungry, usually a bun or something) and he told her his name so she could call him whenever she was in trouble. The best thing was though his name was never mentioned in the story, so it was a secret. Lots of adventures followed, although I can't remember any of them. I also recall something about not running around a rock three times anticlockwise because that would summon up a witch - which of course the little girl did and then had to be rescued. I have very fond memories of the story and would love to find it again - although maybe that's a bad idea as it will never be as i remember it from childhood. All suggestions gratefully received.
129317	book	jdoc-annotated	librarything	Science Fiction, probably 1970s. It would be great if someone could ID this book that keeps niggling at me. (Don't you hate when that happens?) There were two alien species. One was very aggressive and drafted skilled workers from a more peaceful species onto large spaceships. The ships also had a population of the peaceful species that called themselves ship bred or ship born. The POV is mostly a ship born female. They used implants for inter-species communications. The very aggressive species set aside sections of the ship for raising their own young and were even unpredictable and explosively violent near that area. The female overlord-type running one ship drafted a technician, implanted him, paired him with the POV female of his species. Then she bought a human spacer out of lot of wild humans and added him to the group and ordered the other two to see if they could come to understand him. Along the way, there was a planetary invasion/destruction, because the humans had on it didn't immediately comply the demands of the overlord-types. The POV female discovered she was unable to function under an open sky. The implanted human insisted on rescuing a human child, much to the bafflement of the other two species. There was a rival ship, run by a male overlord-type, that also picked up some humans and wound up putting a mother and her child in the nesting area because they didn't have any children of their own species. The two ships came together and established some sort of alliance/relationship. The book had a Cherryh feel in that it threw you into alien cultures without much explanation, but it isn't one of hers. Any suggestions would be appreciated.
121553	book	jdoc-annotated	librarything	Sci fi, telepaths exiled to cold planet. Looking for book read in the 1960's or 1970's (young adult?) science fiction told through a teenager (a boy?) who is exiled with younger sister for having ""mental abilities"" to a prison planet with a very long winter with seemingly no hope for escape. Anything more could be a ""spoiler.""
104756	book	jdoc-annotated	librarything	fiction set during Jesus' time. I read this book in 1999 in 8th grade for a middle school academic decathlon. I can't remember title or author. All I know is that it was set around the time Jesus lived and was about to be crucified. The main character lived alone with his sister. I think both of their parents died already. If I remember correctly, his sister was disabled in some way... not sure. He was really protective of her. A roman soldier or something came by to see his sister a lot, which really pissed him off. I think later he joined some kind of cult or rebellion. I remember Jesus being a minor character in the book (not sure if he had lines), but still significant in some way to the group that the main character joined. I can't remember if the book was religious or not. I do remember the main character being really cynical about everythign but eventually loosening up with regard to his sister and the roman soldier. Does this sound familiar to anyone? if it helps, this book was required for the jr high school academic decathlon for anyone who did the literature section in 1999. I greatly enjoyed the book and would appreciate any help towards finding it. Thanks.
74002	book	jdoc-annotated	librarything	YA: Fantasy/Magical Realism. Two teenage boys, one who had just moved to a new town and are both outsiders/social misfits each find a magickal artifact in two pieces the shape of a yin-yang (though the author elliptically described it as ""two apostrophes that fit together"") - are thereby transported to a magic other-world (think ""Narnia"", ""Oz"" etc.) where they must embark on a quest. They meet an old man who gives them a magical bowl that's can produce food on demand.
36108	book	jdoc-annotated	librarything	looking for a book I read as a kid. I'm in search of a book I read as a kid.... It is a childrens picture book, I'm guessing it was probably published in the late 1960's, its about two sisters that share a bedroom. The younger sister puts a jump rope in the middle of the room to divide it only to realize she has given her sister the door to get out on her side of the room. The girl imagines having all these children and a horse in the room and visitors arriving in a basket through the window...at the end I think they wind up making up and going to play ""jump rope"" together. The pictures in the book were sort of sketched and they were mostly black and white, the girl had braids and freckles. If anyone remembers this book, I would be so happy I have been looking for years and I know my copy is long gone after all its use. Thanks
126740	book	jdoc-annotated	librarything	autobiographical-travels of two young french men. hello. i'm trying to remember the name of a book i began reading a year or two ago. it is an account of the travels of two young french men. did they travel by motorcycle? car? was this perhaps pre cars? it might have been pre world world war II, although i think after world war I. one of the men was an artist and i think this was the genesis for the travels which took them to macedonia, maybe? perhaps near northern africa? greece? poland? the one recounting the travels became a journalist i think (or maybe was just a writer). i think the gist of the book was the two men had just finished or were finishing their studies and this was a time before they had any real responsibilities and the freedom they felt exploring the edges of europe. i think the artist had an offer to show his work somewhere random (yugoslavia/macedonia) and that is where the journey began. it might have been post world war II and pre vietnam but i am not thinking that is correct.
