row,thread_id,group,title,comment_count,comment_id,comment_rank,comment_level,comment_level_rank,comment_timestamp,comment_user,comment_text,comment_links,solved,answer,IMDB_id,notes
13,226108402,I Need to Know,Kids at concert -- one called out in front of the crowd with video,3,226111272,2,1,1,Tue Feb 18 2014 22:12:16,ur9422076,This is probably wrong as it was made in the early 2000s but that sure sounds similar to the ending of the Lizzie McGuire movie.,,,,,
14,226108402,I Need to Know,Kids at concert -- one called out in front of the crowd with video,3,227219686,3,2,1,Mon Mar 17 2014 11:35:29,ur3583668,Nah.  This was in like 1995.    Matt S.,,unsolved,,,
15,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226398201,1,0,1,Tue Feb 25 2014 18:18:46,ur1021934,"I have a clear memory of a movie I watched when I was a teen (I was born in 1971 BTW), so it probably came out in the mid/late 80s.  It was about a woman who falls in love with an older man.  She wasn't a YOUNG woman, maybe she was a divorcee? Maybe she had teenage or even adult kids??  (not too sure about that part)  What I do remember is that there is enough of a difference in their ages (and the man is the older one) that it is a significant issue to her friends or family, like maybe she's in her early 40s and he's in his late 60's?  (In my memory he was even older than that, but I'm thinking I watched this when I was 15 or 16, which means any man who was over 50 probably seemed ANCIENT to me.)  I remember a love scene between them, maybe toward the end of the movie, that at the time kind of shocked me because he was so much older.    Anyway, I don't remember many details of the plot, except that maybe much of the movie took place in a high rise apartment?  I always thought I remembered the main characters being played by Jane Fonda and James Garner...and because I thought it was James Garner, I always thought it was Murphy's Romance.  however, I just watched 5 minutes of that, and I KNOW it isn't Murphy's Romance, because that appears to take place on a horse ranch, and I clearly recall that this movie took place in a city.    I looked through the films starring Jane Fonda and James Garner, and nothing looks right.  I feel like I'd know the movie instantly if I saw the title.  Can you help me remember?  One final odd flash of memory that might or might not be relevant: I feel like either the title of the film or the name of one of the main characters had something to do with a little song or nursery rhyme that appears in the movie at some point.  Am I totally off on that, or does that trigger someone else's memory??  Thanks in advance for any input.  :)",,,,,
16,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226408512,2,1,1,Tue Feb 25 2014 23:29:08,ur17511039,"Could it be ""Breezy"" with William Holden and Kay Lenz? He was much older than she was in that film, and they became lovers... Good Luck!",,,,,
17,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226421400,3,2,1,Wed Feb 26 2014 09:04:38,ur1021934,"Hmm, I just looked up Breezy, and it's not feeling familiar, but it's been many years since I saw this film, so maybe I'm just totally forgetting. I feel like the female character might be a bit older, less ""hippy-ish"".  But I could be wrong! I'll try to find it somewhere and see if it looks familiar.   Thanks for the tip!",,,,OP is unsure,
18,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226422012,4,2,2,Wed Feb 26 2014 09:22:01,ur1021934,"Ok, I just watched a few minutes of Breezy on YouTube, and it's not the film I'm thinking of.  The guy in my film isn't quite as ""smooth"", he's definitely aware that he's older and there's definitely no subplot of him having a one-nighter with any other women...and the female lead is definitely too young and hippy-ish in Breezy to be my film.  I'm thinking the woman in my movie is more of an established professional woman, maybe?  Or perhaps I just thought of her that way because she was played by someone who has played that kind of role before.    But it was a very good guess!",,,,,
19,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226408569,5,1,2,Tue Feb 25 2014 23:31:43,ur21146559,I don't remember a love scene so it probably isn't Murphy's Romance.,,,,,
20,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226408584,6,1,3,Tue Feb 25 2014 23:32:35,ur20180884,"This wasn't 1980's, definitely not, but it sounds similar to the plot of ""All That Heaven Allows"" with Jane Wyman in it. I saw it on TCM back in December.  http://www.imdb.com/title/tt0047811/?ref_=nm_flmg_act_27 Perhaps there was a remake of it in the 80s? I think the guy was younger in it, though...but even still, had similar tension to what you were describing.    ________ Yes, that's me...Little Miss Lee.",http://www.imdb.com/title/tt0047811/?ref_=nm_flmg_act_27,,,,
21,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226421543,7,2,3,Wed Feb 26 2014 09:08:36,ur1021934,"Wow, All that Heaven Allows sounds like the exact same plot, only with the roles reversed.  Sounds like the woman is older, and the man is younger in that one.  I'm quite sure that the film I'm thinking of had the man as an older character, because I remember looking at the man and thinking ""yikes, is that what my grandpa looks like with his shirt off??""  I remember telling myself that I'd be sure to knock before opening his bedroom door for the rest of my life!  lol.    Thanks for the suggestion, though!  maybe the film I'm thinking of was a made-for tv kind of thing?",,,,,
22,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226420838,8,1,4,Wed Feb 26 2014 08:49:04,ur5280022,"Fun with Dick and Jane?  Any Wednesday, Jane Fonda and Jason Robard?   Swing away, Merrill....Merrill, swing away...",,,,,
23,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226421722,9,2,4,Wed Feb 26 2014 09:14:00,ur1021934,"Oooh, now Jason Robard could be the guy!  He's definitely in the right group of actors in my memory.  However, I think a movie made in '66 might be a little TOO long ago (even though I could have just seen a rerun on TV), because I'm thinking it would be more like Jason Robards at the age when he was in Parenthood.  However, this gives me another direction to research!  Thanks!  I'm off to try to find clips of a few of these films, and I'll let you know what I find.    Thanks to all!  :)",,,,,
24,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226427936,10,3,1,Wed Feb 26 2014 11:47:38,ur21146559,"There is another movie with that theme with Katharine Ross and Jason Robards, but she is real young. I think it is called Fools. Terrible movie. She doesn't have any kids in it.",,,,,
25,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226428060,11,4,1,Wed Feb 26 2014 11:50:24,ur1021934,"Thanks, WillEd, I just solved my own mystery.  I appreciate the suggestion, though!  :)",,,,,
26,226398201,I Need to Know,1980's movie about an 'september/december' romance??--SOLVED!,12,226427968,12,1,5,Wed Feb 26 2014 11:48:14,ur1021934,"I found it!!!  Turns out I had all the actors wrong...not Jane Fonda/James Garner, or even Jason Robards, but Mary Tyler Moore and Robert Preston.  It's called Finnegan Begin Again (1985).    I was a little off about the plot, too (just watched the whole thing on Youtube): he (around 65 years old) was caring for his aging wife who had dementia and eventually had a stroke and died toward the end of the movie...she (somewhere in her mid 40's I'd guess) was having an affair with a married man.  She met Robert Preston on the bus while coming home from one of her quickies, they struck up a friendship and by the end of the movie it developed into romantic feelings.  At the very end, when he finally confesses his feelings for her, they have one love scene, nothing graphic.  Kissing in front of the fire, then cut to them snuggling under a blanket together, apparently naked underneath.  Professing their love for each other and saying that they will be happy if they have 10 good years together before he's too old to enjoy it.  I guess when I saw this movie back in the 80's I was a pretty sheltered teen, because at the time I found it pretty risque.  By today's standards, it was really nothing.    And I was glad to discover that I wasn't crazy, there WAS a little song that had to do with the main character's name!  Robert Preston's character was named Michael Finnegan, and he sang a little song several times in the movie:  There was an old man named Michael Finnegan, He grew whiskers on his chin-again, Shaved 'em all off but they grew back in-again, Poor old Michael Finnegan,  begin-again.    Thanks to all that helped me solve this mystery!  :)",,solved / confirmed,Finnegan Begin Again (1985),tt0089145,
27,229077301,I Need to Know,Comedy: Jew hooks up with neo-nazi,1,229077301,1,0,1,Wed Apr 30 2014 05:48:35,ur52405151,"It's a teen comedy. A bunch of guys traveled somewhere and were trying to score with some chicks.  This is what I remember:  1) This guy who is Jewish and a bit of a nerd fells for a hot German girl (I think she was an exchange student). But soon he starts to suspect that she is a Neo-Nazi. She reads ""Mein Kampf"" and even highlights it with a marker. She even showed him a picture of her grandpa from Argentina (an old Hitler with white hair). The two end up having sex and when confronted by his friends the guy responds: ""She is a Nazi and I hate being a Jew. It's perfect!""  2) He injured his arms and had to wear casts. He mistook Viagra for painkillers and then tried to please himself with a vacuum cleaner.  I'm not sure about the second one. It could be a different movie.",,unsolved,,,
28,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227932805,1,0,1,Thu Apr 3 2014 07:41:11,ur2809259,"I saw this on TV when I was little (under 9). It was probably something like Night Gallery, but I haven't been able to find the episode, if it was.  The scene begins with a young woman waking up or something. She immediately looks frightened, and there's suspenseful music. She walks slowly through the apartment (or house, I guess, but I thought it was in a high rise). She's wearing a nightgown, white, I think. She comes to an open door where there's a mural painted on the wall. It has a dark background, and a man's figure is painted, all white, no details of clothing, no face. As she nears the painting, obviously terrified, and the music building, the figure slowly comes out of the painting and its face materializes. He is still white from head to toe, but his eyes appear (heavy eye liner) and then his mouth appears, very, very red lips. She runs out, screaming. After that, he opens his eyes and laughs.  My dad was watching this, and I was so scared I ran to the TV and changed the channel. He made me switch it back. (""Don't be such a baby, it's not real"") I believe that someone (or an organization) was trying to drive the woman insane, and by the end, I don't think they were successful.   In 40 years, I have never forgotten the image of the guy coming out of the painting, and I would love to see it again. I'm sure it's not that scary, but I was only around six or seven.",,,,,
29,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227942679,2,1,1,Thu Apr 3 2014 12:04:06,ur21146559,"I have a very strong suspicon this is an episode of The Sixth Sense, an hour series starring Gary Collins, that they edited into a half hour and put in the syndicated version of Night Gallery, but it is very hard to research episodes to confirm it. A lot of the episodes start like that, someone has a terrifying vision or someone is trying to make them go nuts.",,,,,
30,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227955098,3,1,2,Thu Apr 3 2014 17:21:12,ur35795025,"I can't find any clips online so I will try my best to present you with some evidence. It sounds like this S02-E03 of McCloud TV series.  ""McCloud"" Somebody's Out to Get Jennie (1971)  Couple of pics from the episode : http://abriefingwithmichael.tumblr.com/post/74460457868/mccloud-10  Plot summary: When a business magnate already hiding out from his partners narrowly escapes death by bombing (killing an aide who visited his lakeside hideaway), he tries to communicate to his girlfriend that he's still alive -- prompting the associates to try to drive her insane and incompetent to find him via various scare tactics, and take over the company for themselves.  From IMDb users review : I saw this when it was first-run, but had almost forgotten it by the time I taped it off THE CBS LATE MOVIE. They used a very memorable (and creepy) scene in their promos, that of a figure appearing to step right out of a painting. It's the sort of thing one might have expected on Rod Serling's NIGHT GALLERY, which had its 2nd season at the time this story aired.   Http/1.1 Service Unavailable",http://www.imdb.com/title/tt0644829/,solved,McCloud,tt0065317,"TV series
S2.E3: Somebody's Out to Get Jennie"
31,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227956544,4,2,1,Thu Apr 3 2014 17:59:35,ur21146559,Good work. I watched McCloud and I don't remember that episode at all.,,,,,
32,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227956777,5,3,1,Thu Apr 3 2014 18:05:12,ur35795025,Thanks. I looked everywhere on the net to find a clip and nothing. And couldn't find any site that is streaming episodes either.    Http/1.1 Service Unavailable,,,,,
33,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227957669,6,4,1,Thu Apr 3 2014 18:28:07,ur21146559,"EDIT:  LINK DELETED  I found this, but you have to create an account to watch it so I am a little suspicious of it. Not a site I ever heard of.",,,,,
34,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227958102,7,5,1,Thu Apr 3 2014 18:38:19,ur35795025,"I'd avoid it. Looks like one of those sites that claims to every TV episode available in HD at the click of a button. I don't believe that site even has it, or they will tell you to install some application or codec before you can watch it (More likely spyware).   Http/1.1 Service Unavailable",,,,,
35,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227958647,8,6,1,Thu Apr 3 2014 18:52:46,ur21146559,You're probably right. I am going to delete it.,,,,,
36,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,227970566,9,2,2,Fri Apr 4 2014 03:45:47,ur2809259,"It's available on Netflix, so I put the disc in the top of my queue. I will let you know if it's the same one. I hope so, I'd like to stop obsessing about it.",,,,,
37,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,228135539,10,2,3,Tue Apr 8 2014 04:02:35,ur2809259,"This is it! I rented it from Netflix and relived my childhood horror. Of course I remember it differently, but the guy came out of the painting, opened his eyes and mouth and laughed. Pretty scary stuff for a little kid!  Thanks so much, now I can stop obsessing about it. How on earth did you figure it out? Are there sites where you can search for this kind of thing?",,confirmed,,,
38,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,228138575,11,3,2,Tue Apr 8 2014 06:30:36,ur35795025,"Great, glad to help!  I might rent this myself now, and yes those type of things seemed more scary in the 70's, especially if you were a kid. I just found it searching IMDb, I wish there was a magic site that gave all the answers (Apart from this board)!   Could you add ""Solved"", to the title of your first post? The one at the top, so it shows up on the main board. Thanks.   Http/1.1 Service Unavailable",,,,,
39,227932805,I Need to Know,Late 60s TV show or movie--Horror SOLVED!,12,228180113,12,4,2,Wed Apr 9 2014 03:54:43,ur2809259,"Oh, ok.   On IMDb, what did you search under, and where? I'm curious.",,,,,
40,226096872,I Need to Know,Evil man with powers from beyond !,5,226096872,1,0,1,Tue Feb 18 2014 15:17:22,ur50687682,"I watched a horror(mystery may be)movie probably in the nineties. I can hardly recall the events to write about straight forward. Nevertheless, I recall the evil man with his special terrible power. The man was threatening his opponents that he can't be stopped! He walked to the water tap, moistened his hands and juddered them strongly. The water droplets (out of the man's hands) became a small cloud of flies. That cloud of flies traveled to an innocent man in the garden outside the room. Through the window, they all watched how the flies mysteriously made the victim very ill. The victim was choking and dying without any visible reason. Then the evil man pulled back but everyone knew how evil he could be...that is all I could recall. What is the name of the movie ? Please help. Thanks.",,,,,
41,226096872,I Need to Know,Evil man with powers from beyond !,5,226101045,2,1,1,Tue Feb 18 2014 17:08:46,ur15609801,Candyman?   Quit exhaling! You are contributing to global warming.,,,,,
42,226096872,I Need to Know,Evil man with powers from beyond !,5,226132382,3,2,1,Wed Feb 19 2014 12:15:10,ur50687682,Thanks! But it was not the Candyman.,,,,,
43,226096872,I Need to Know,Evil man with powers from beyond !,5,226133026,4,3,1,Wed Feb 19 2014 12:33:41,ur49400342,"If it were Candyman (1992) or a sequel I'd think it would be a swarm of bees and not flies. What about some horror-anthology tv-series like Tales from the Darkside (1983), Tales from the Crypt (1989), Freddy's Nightmares (1988), or Nightmare Cafe (1992) for example.",http://www.imdb.com/title/tt0103919/|http://www.imdb.com/title/tt0086814/|http://www.imdb.com/title/tt0096708/|http://www.imdb.com/title/tt0094466/|http://www.imdb.com/title/tt0103502/,,,,
44,226096872,I Need to Know,Evil man with powers from beyond !,5,226215821,5,4,1,Fri Feb 21 2014 11:42:25,ur50687682,Thanks for your guess! I will see each suggestion with hope and prayers.,,unsolved,,,
45,227361963,I Need to Know,Woman creates a fake husband who died in 9/11 attacks SOLVED,5,227361963,1,0,1,Thu Mar 20 2014 18:04:35,ur13349596,"A documentary, probably around 3-4 years old, about a woman who made up a husband and said he died in the Twin Towers collapse. She started joining various support groups and ended up leading pretty much everything she was involved in, even getting one guy thrown out of the leader role in the group he started. The documentary features people that met and knew the woman explaining how she became so involved, what she was like etc. From what I can remember, she became very demanding of s group of her closest 'friends' from the support groups, and would cut out anyone who questioned her or her story. I think they might have even gone back to her high school classmates and found that she was doing similar stuff then.  Anyone know the title? Thanks in advance guys!   Born from an egg on a mountain top",,,,,
46,227361963,I Need to Know,Woman creates a fake husband who died in 9/11 attacks SOLVED,5,227362164,2,1,1,Thu Mar 20 2014 18:10:35,ur35795025,There's been a few documentaries about her. Her name is Tania Head. Which country produced this documentary? There's this one The Woman Who Wasn't There (2012)].  Search Youtube there's quite a few up there like...  Tania Head: The 9/11 Faker : https://www.youtube.com/watch?v=NpNReEbDNG8   Http/1.1 Service Unavailable,http://www.imdb.com/title/tt2114490/|https://www.youtube.com/watch?v=NpNReEbDNG8,solved,The Woman Who Wasn't There (2012),tt2114490,
47,227361963,I Need to Know,Woman creates a fake husband who died in 9/11 attacks SOLVED,5,227362893,3,1,2,Thu Mar 20 2014 18:29:59,ur2171053,The Woman Who Wasn't There is currently streaming on Netflix.,,solved,,,
48,227361963,I Need to Know,Woman creates a fake husband who died in 9/11 attacks SOLVED,5,227363435,4,1,3,Thu Mar 20 2014 18:44:21,ur13349596,The Woman Who Wasn't There sounds familiar. Thanks guys!  Born from an egg on a mountain top,,confirmed,,,
49,227361963,I Need to Know,Woman creates a fake husband who died in 9/11 attacks SOLVED,5,227382378,5,1,4,Fri Mar 21 2014 08:35:25,ur5280022,"Yep,that's it.  A fascinating movie in my opinion.   Swing away, Merrill....Merrill, swing away...",,solved,,,
50,230388271,I Need to Know,Need name of classic Kung Fu movie from 70s or 80s,2,230388271,1,0,1,Thu May 29 2014 20:42:17,ur0852234,"Sorry in advance for not giving a lot of details.    Does anyone here remember a Kung Fu movie where a monk, who was mostly bald except for one very long braid that he would wrap around his neck when he fought, trained at a temple and one of the training exercises was to walk on small stepping stones in a pond while carrying heavy buckets of water and another training exercise was to train against a spinning wooden post that had poles sticking out of it at various heights?  I think the monk might have been played by Gordon Liu, but I'm not certain.   Thanks in advance for any and all help!!!",,,,,
51,230388271,I Need to Know,Need name of classic Kung Fu movie from 70s or 80s,2,230389746,2,1,1,Thu May 29 2014 21:28:32,ur49697847,"http://www.imdb.com/title/tt0084310/?ref_=nm_flmg_act_83  Gordon Liu plays a traveling Buddhist monk with a five-man entourage of kung fu-fighting student monks. Wang Lung-Wei plays the nobleman, Lord Mo, who's also seeking the treasure and kills anyone else on the search, while placing blame for the killings on the gentle monk. Lord Mo has a very pretty female sidekick (Yang Ching Ching), who wields a mean sword and delivers a high kick of her own. Why any of these characters, aside from the monks, feels entitled to the treasure or feels they have a clear lead to its whereabouts is never adequately explained.     Junkies",http://www.imdb.com/title/tt0084310/?ref_=nm_flmg_act_83,unsolved,,,
52,225926121,I Need to Know,This Is A Tough One,4,225926121,1,0,1,Fri Feb 14 2014 12:18:21,ur13026966,"A 90s horror film with ""paint"" in the title that uses a child's drawings as a motif for imagined realism... Kind of Pan's Labyrinth style? A friend needs to know. Any help is much appreciated.",,,,,
53,225926121,I Need to Know,This Is A Tough One,4,225926461,2,1,1,Fri Feb 14 2014 12:28:15,ur11714570,Not actually seen it but from what I've heard about it sounds like Paperhouse.,,solved,Paperhouse (1988),tt0098061,
54,225926121,I Need to Know,This Is A Tough One,4,225929900,3,1,2,Fri Feb 14 2014 14:05:57,ur5232929,"Maybe The Reflecting Skin (1990)?  - http://www.imdb.com/title/tt0100469/ This movie contains several shots that are re-creations of famous paintings. For example, the final shot is a recreation of Edvard Munch's The Scream.  ______ Something Happens - ""Parachute"" http://y2u.be/cuLcCmj4vMY",http://www.imdb.com/title/tt0100469/,,,,
55,225926121,I Need to Know,This Is A Tough One,4,225954250,4,1,3,Sat Feb 15 2014 08:23:04,ur13026966,It's looking like Paperhouse is the winner. Thanks guys!,,confirmed,,,
56,225752961,I Need to Know,horror movie about a killer house (solved),4,225752961,1,0,1,Mon Feb 10 2014 10:07:51,ur9316060,"This movie is from the 80s or 90s A young woman moves into a house, but an old lady cryptically warns her that its a bad idea (iirc her exact words were ""You should not come""). Subsequently, the house turns out to be cursed/haunted because it starts killing its tenants and visitors in various ways. Eventually, the old woman reveals the secret about the house (dont remember what it was), but then she falls into the swimming pool and gets boiled to death. In the end, the woman screams at a wall, it breaks and i think she escapes as the house burns down.",,,,,
57,225752961,I Need to Know,horror movie about a killer house (solved),4,225753203,2,1,1,Mon Feb 10 2014 10:14:16,ur5305289,This House Possessed (1981)? http://www.imdb.com/title/tt0083192/combined  Full Movie: http://www.youtube.com/watch?v=eWb1gkFkels,http://www.imdb.com/title/tt0083192/combined,solved,This House Possessed (1981),tt0083192,
58,225752961,I Need to Know,horror movie about a killer house (solved),4,225753390,3,2,1,Mon Feb 10 2014 10:19:25,ur9316060,"Yep, that's the one. Thanks a lot!",,confirmed,,,
59,225752961,I Need to Know,horror movie about a killer house (solved),4,225753424,4,3,1,Mon Feb 10 2014 10:20:09,ur5305289,You're Welcome,,,,,
60,229389656,I Need to Know,please help me! from which movie/series is this photo from?,4,229389656,1,0,1,Wed May 7 2014 09:27:35,ur52573624,thank you so much! :)  http://24.media.tumblr.com/d93e461ba9a25709afc71985aa2a57a7/tumblr_mhdcueD30y1qhdif9o1_500.gif,,,,,
61,229389656,I Need to Know,please help me! from which movie/series is this photo from?,4,229389753,2,1,1,Wed May 7 2014 09:30:17,ur14326876,"That's Charlie McDermott from the TV series ""The Middle""  I Don't trust atoms. They make up everything",,solved,The Middle,tt1442464,TV series
62,229389656,I Need to Know,please help me! from which movie/series is this photo from?,4,229396977,3,2,1,Wed May 7 2014 12:38:27,ur52573624,"ohhh, thank you so much! :) i really need to watch this :)",,confirmed,,,
63,229389656,I Need to Know,please help me! from which movie/series is this photo from?,4,229406660,4,3,1,Wed May 7 2014 16:45:13,ur14326876,You're welcome  I Don't trust atoms. They make up everything,,,,,
64,228673913,I Need to Know,"Plane crash, Lord of the Flies-like, cannibalism",3,228673913,1,0,1,Sun Apr 20 2014 23:34:43,ur0452626,"This one's been bugging me for awhile.  I'm pretty sure it's a 80's-90's film, here's what I recall of it:  1) Survivors of a plane crash (I think it was?) find themselves in a remote, mostly rocky/desert-type location  2) With supplies and water rapidly dwindling, one of the survivors ends up pimping out her daughter (?) to one of the male survivors as a way to stay alive ... the whole thing becoming very Lord of the Flies-esque  3) With most all the water and supplies gone, the few remaining survivors end up resorting to cannibalism; involving some of them having to dig up the bodies of the deceased (yes, this is a gruesome film!)  4) I don't remember how it ends, but I doubt it was well!  Please note that this is NOT ""Alive""! ... these weren't athletes, they were more like tourists.    I also vaguely remember that it might have been either set or shot (or both) in Australia, as the characters/actors might have had a British or Aussie accent.  What might this be ??? Thanks in advance!",,,,,
65,228673913,I Need to Know,"Plane crash, Lord of the Flies-like, cannibalism",3,228674421,2,1,1,Sun Apr 20 2014 23:59:04,ur11668768,I couldn't find it.  In for an answer to this one,,,,,
66,228673913,I Need to Know,"Plane crash, Lord of the Flies-like, cannibalism",3,228674581,3,1,2,Mon Apr 21 2014 00:07:23,ur14326876,The Oasis (1984) http://www.imdb.com/title/tt0087825/reference  I Don't trust atoms. They make up everything,http://www.imdb.com/title/tt0087825/,unsolved,,,
67,227010364,I Need to Know,French movie about drama theatre SOLVED,6,227010364,1,0,1,Wed Mar 12 2014 07:49:10,ur30164205,"I have recently remembered of a movie i saw in the 90's mid to late 90's in colour and in the french language with english subtitles.  I remember it was about a woman who in a town or city, joins a theatre group, she originally may have been a prostitute or something like that a poor girl.   The movie was a time piece set in a time were i think their were carriages instead of cars. I remember that eventually this woman falls in love with one of the guys that organise the theatre play shows. She eventually becomes a very big hit and all the rich people want to see her act and watch the show.   Eventually after a few time jumps she has kids with the man from the theatre.  She then gets sick, and she can barely act anymore she thinks that the theatre show won't be able to go on, but the girl that does her make up says she has learnt all the womans lines throughout the years and is sure she could pull it off. The woman feels betrayed by the theatre people and i remember her saying a line near the end of the movie once she was replaced by the girl who did her make up or wardrobe. The woman says something along the lines "" To act is to die every night on stage"" something philosophical like that.   anyone recognise this movie? thanks for your help ahead of time.",,,,,
68,227010364,I Need to Know,French movie about drama theatre SOLVED,6,227027545,2,1,1,Wed Mar 12 2014 15:17:44,ur26015435,Marquise ('97),,solved,Marquise (1997),tt0119623,
69,227010364,I Need to Know,French movie about drama theatre SOLVED,6,227037066,3,2,1,Wed Mar 12 2014 19:10:48,ur48008954,"OH yeah. With Sophie Marceau and Mérovingien from The Matrix! I start to read and I quit because I haven't seen any French movies in the 90s, then I scroll down and see your reply: that's the ONLY French movie of the 90's I saw last year! Thought that was weird! OP: update your OP with ""solved"" please.",,,,,
70,227010364,I Need to Know,French movie about drama theatre SOLVED,6,227040447,4,2,2,Wed Mar 12 2014 20:46:51,ur30164205,Thanks for that! Looking at the trailer I had forgotten how good it was hopefully I can find it to watch it again. Thanks!,,confirmed,,,
71,227010364,I Need to Know,French movie about drama theatre SOLVED,6,227041147,5,3,1,Wed Mar 12 2014 21:07:02,ur26015435,You're welcome.,,,,,
