thread_id	domain	type	source	request
225551252	movie	extra	imdb	Brit horror about a married couple (not Don't Look Now) (SOLVED). There's a Brit horror that I've been looking for, and I can't find it on a Hammer or Amicus list. It's from the late 60s (could be early 70s as well), and it's about a recently married couple (or engaged) and they are travelling some where, but the female goes before he beau and ends up getting trapped in the attic of this house by an older woman and her creepy middle aged son who basically does what ever she says. Anyone know what film this might be?
225553237	movie	extra	imdb	British comedy/drama *SOLVED thanks RobinSparkles!!*. I've tried to find this before, but I can;t find my old post. So I saw a movie on tv about 10 years ago (it was on lifetime or oxygen). I didn't see the whole thing but I was flipping back and forth between channels and I saw bits and pieces. Here's what I know: It was a British movie I think it was a drama comedy Pretty sure it was about a family, primarily the mom (?) There's a specific scene I remember: The daughter gets her period for the first time and the mom tries to help her. She winds up not being able to use the tampons and so her mom gives her these huge pads and the daughter says something like ""they look like surfboards"" I know it's a strange scene to remember, but that's what stuck out the most. I remember other little things like the family sitting down at the table and eating dinner I also remember a scene where the mother finds a condom and and gets in a fight with her husband because she thinks he's having an affair ( don't remember if he was or not) Does anyone know what this is?
225558678	movie	extra	imdb	Need to know the name of this film (or TV show). Hi My wife and I are trying to think of a film. All we can remember is a scene when a large man goes to a modern apartment and pays a man (we think he is a high class rent boy) to inject a drug, possibly heroin, into him. The man plays a key role in the film. Please help. Thanks.
225560478	movie	extra	imdb	Recent Sci fi movie.?! SOLVED!. Basically there is a mission with 2 crew. It goes wrong and one crew member dies and the other is stuck in a small ship automatically controlled having to travel all the way back to earth, abandoning the mission. This journey takes months! On the way the last crew member is keeping fit and going through the daily routines. Also having to rewire the booster engines or whatever. In the end he decides to continue the mission rather than abandon it. I think the mission is to scan Europa or something. NOT Europa Report! Thanks. Solved: http://www.imdb.com/title/tt1541123/ Knew I wasnt going man!!
225564090	movie	extra	imdb	movie about bounty hunters *SOLVED*. i saw a film a couple of years ago about 3 brothers who where bounty hunters i think,anyway they ended up with a kid in wheelchair,fighting a group of female bounty hunters,does anyone know what film i rambling about? many thanks I am Legion,for we are many
225565198	movie	extra	imdb	What lawyer movie is this?. Can anyone ID this movie based on my very limited recollection of it. I believe this is from the late 90s or newer. A young man in jail convinces someone, probably his public defender that he is not guilty of the crime he is charged with. I don't recall the outcome of the investigation, but at the end of the movie, in his jail cell with the man who was helping him, he has a breakdown and we see just how evil and guilty he actually is. It's sort of a twist ending.
225580285	movie	extra	imdb	[SOLVED] asap please. Im not too sure what the movie is about but I remember there was a scene where this guy has this like really big machine gun/rocket in the back of his truck and he's shows how it works to some guy so he asks another guy to walk down a field like a kilometre or so and hold up a match box..then he lines up the gun/rocket on his computer and shoots it at the match box and blows the guys are off...I have no idea what it is called, please help
225586203	movie	extra	imdb	Solved!: What is the name of this movie?. The movie is about two childhood best friends. I don't remember their names, so I'm gonna call them A and B. They are now adult. One of them (B) moved on, is music producer and is about to get married. The other fiend (A), still lives with his mother and is obsessed with his friend. (A) collects all photos they have taken together and makes collage posters of them. (A)'s mom dies, and he invites his friend (B) to her funeral. (B) freaks out and leaves after seeing (A)'s bizarre childish behavior. (A) later calls (B) and, (B) tells him that he can visit them after they return from their trip. There was never a trip and it was all to avoid any future tinglings. (A) visit's (B), and gives him a collage of their photos. Later, (B) tells him they have moved on, and things cannot be the way they were and asks (A) to leave and don't come to see him again. Towards the end of the movie, (A) learns to move on. At (B)'s wedding party, one of the guests tells (A), ""good cake"" and (A) replies ""yeah, I like wedding cakes. They are sweet"". It's an American movie. I appreciate anyone who can identify it. Thanks to MrsRonSwanson the movie is now solved. The movie is called ""Chuck & Buck ('00)"".
225586457	movie	extra	imdb	Movie about ranking of figters. Help me find name of this movie. There was like 13 or 11 fighters in the ranking and if u want to be higher u need to beat a fighter that is higher than you. For example if you are 10 and u want to be 2nd u need to beat 2nd fighter. I think its movie from 2011 or 2012. This movie is specific. If u watched it you know what im talking about.
225589175	movie	extra	imdb	[SOLVED] Korean Drama ...Pimp + Prostitute. Hello, I can't remember too much... There is a low-level gangster (I think he has a few underlings). He (I believe he directly/indirectly) pimps a woman. He likes her. He can not bring himself to confront his feelings for her ...we see him once, intoxicated, ""almost"" make love to her (if I recall correctly). Trouble brews. In the end, they flee town together. They are in a truck, and he is pimping her.
225591802	movie	extra	imdb	SOLVED - Chaplin film!. I watched the end of a Charles Chaplin film many years ago and I don't know which it was. At the end, I think he was in a bar and after some funny situations, he got out and went to the borders of USA and Mexico which were in a desert land. From the one side suddendly out of nowhere some Indians got out of a bush and started shooting while on the other side some other men appeared (cowboys perhaps) and started shooting too. He kept walking right in the middle of the borders. Any idea of the title? The character was the classic tramp. My Top 100+ Favorite Movies www.imdb.com/list/rKdi73qsyLc/
225592473	movie	extra	imdb	Movie about learning to paint?. So I saw this trailer about a film maker who is obsessed with this famous artist and learns how to paint like him over many years. I can't remember the name for the life of me, maybe something like ""being..."" or ""finding..."" but not really sure. It was nominated or won something as sundance and other film festivals but can't find anything. I NEED TO KNOW THE NAME OF THIS MOVIE PLEASE! Thanks
225592962	movie	extra	imdb	80s Sci Fi Movie Help!. I have a memory like a steel trap when it comes to things I have watched, however this one evaded me. I remember catching the middle of a movie set in a possible apocalyptic desert (reminded me of Mad Max ala Thunderdome). There was a tribe of people who lived in the desert who depended on their supply of water (kept in a hole in the ground). The villain comes in riding in a vehicle that looked like the nose of an airliner. He has his cronies kill some of the people and steal the water cache. A hero named Ethan (I think) arrives and kills one of the cronies. The villain in an English or Australian accent asks him ""aren't you the one they say has magical powers?"" or something to that affect. I remember he kills the crony by swiping his walking stick against a hubcap or some type of round metal object, which projects at the guy slicing his neck. See. My memory vivid in some aspects- not all. Can someone help me out?! Thanks!
225604518	movie	extra	imdb	what scary movie are the kids watching--LEE DANIELS THE BUTLER?. hELP! wHAT'S the movie the kids are watching at home when Mom (Ophrah Winfrey) tells them to turn it off? thanks very much!!! ""There are some creatures loose on this island & they're dangerous""
225612960	movie	extra	imdb	Help with a movie. I watched both of them on Netflix about 2 years ago. In the one movie I dont recall much of it but there was a house/barn on a hill in a small town where murders had happened. The other movie is a couple who go through this town and once they get there they are not allowed to leave. When coming into the town they drove down a huge hill. If I recall correctly they stopped st a 50s like diner when they first got into town.
225614366	movie	extra	imdb	Episode from WHAT TV Show?? SOLVED. Thanks much. I'm going nuts. Here's the plot. There is a space ship adrift. Another space ship docks with it and it seems there are ghosts with aliens onboard. The aliens go in and out of phase and one of this has been happening for years. One of the other crew is the younger brother of one of the dead crew. He says ""That's my brother"". Then one of the dead crew says ""We can't even enjoy the peace of the grave"". It seems the space ships are in some kind of rift. I'm going nuts. The aliens (when they make an appearance) appear to be some kind of giant insect. And both spaceships have to aim a beam at something to disrupt the whatever is going on with this phase thing. And at the end the crew members can go to their graves in peace. Either this was from an episode of one of the Star Gate series, or whatever. Does this ring a bell with ANYONE?? Thanks much
225614594	movie	extra	imdb	Solved. Man orders sandwich without mayo, waitress brings sandwich WITH mayo. He complains ""I ordered a sandwich without mayo"" and the waitress take the bun and wipes the mayo off on the edge of the table. What film is this?
225621288	movie	extra	imdb	Name of French Movie. It is the story of a male hustler and a tennager that falls in love with him in the streets and train stations of Paris. I think is from the 80s. The name in English is ""The hurt man"" must be something similar in French. They have a torment relationship
225622565	movie	extra	imdb	Naughty but funny scene from a possible French film/show *SOLVED*. Basically the scene involves a blonde girl late teens/early 20s who is her bedroom, she opens her dresser drawer and sees that her vibrator is out of batteries, her mobile phone then starts to vibrate as someone is ringing her. Anyway she lays down on her bed and it's implied (there's no nudity or anything graphic) that she starts to masturbate using her mobile phone, her cat then bursts through her bedroom door and surprises her and it's implied the phone gets stuck inside her. Then it cuts to her having dinner with her parents and brother around the table and suddenly the phone starts to vibrate, everyone is wondering what the noise is and where it's coming from and she's trying to cross her legs to hide the noise and is making awkward faces. It's a funny scene (not pornographic) and I'd like to know what movie it's from, if anyone knows. I think it's French because I picked up a couple of French words in the dialogue, but then again it could be dubbed too. Thanks in advance to anyone who might recognize this scene. I'm writing this signature in bold so people know it's a signature
225627924	movie	extra	imdb	(Half Solved) Looking for titles of two movies. The first movie I remember seeing on television in the early to mid 80's. It is somewhat along the lines of the original Death Race 2000. The racers hit pedestrians for ""points"" and they try to eliminate one another as well. One scene I clearly remember is at a sandy area and has one driver running over another and spinning out on his head. I have looked for this movie for years with no luck. It is not Death Race 2000. The second movie I remember watching on the old Elvira Mistress of the Dark show in the early 80's. It was a black and white movie about a little girl who was just pure evil and ""accidental"" deaths happened all around her. One scene I remember takes place in a barn where she causes the death of a little boy by having him fall on a pitchfork. I always for some reason thought this film was called The Godsend. But my searches for that only comes up with movie with De Niro and that's definetly not it. I know that is also not the black and white movie that's similar titled The Bad Seed. Please help if you can it will be greatly appreciated.
225641339	movie	extra	imdb	[SOLVED] Movie from around 1981, had supernatural game show elements?. My parents walked out of this one, this came out right around the same time as Raiders of the Lost Ark. It had some sort of game show element where you got turned into coal or something if you got the wrong answer. And something about pigs. Sorry for the lack of details but they left early.
225642435	movie	extra	imdb	Dad sexually abuses daughters, one daughter name is kelly, SOLVED!:). The dad takes them into the bathroom and abuses them, the older sister didn't say anything but he started with the younger sister and she took him to court and finally the older sister said he did it to her too. Not sure if it was just made for tv or not.
225651519	movie	extra	imdb	Mom and dad are sucked into television!!!. Hilarity ensues!!!
225651750	movie	extra	imdb	Movie where retired American spy helps protagonist uncover something.... All I can remember is this old guy is helping investigate something and uncovers it, goes to visit this old Russian (?) spy who talks about his past. They talk for a bit and eventually the old American spy reveals what he knows, and they both openly know he (American) can't be allowed to live. He (American) comments he wasn't sure if he'd have the courage to kill himself if the time ever came, but he does. The Russian guy seems somewhat kind about it as they know it's inevitable. The American spy kills himself, I think cyanide. That's where he makes the comment about never knowing if he'd have the courage to do such a thing, being a spy and all. They met in the office of the old Russian spy. They discussed the old days, then the issue that the American was investigating. I remember it looking decent in quality, which is why I think it's relatively recent.
225651965	movie	extra	imdb	KID GETS BURNED UP BY FATHER!!. God, what a froggin ashpole!!!
225652003	movie	extra	imdb	Kid Escapes nazi camp. Then has series of misadventures while searching for mommy.
225663727	movie	extra	imdb	Docto Who question. I'm looking for a specific episode of Doctor Who. I'm pretty sure it was a David Tennant episode. There is a scene on a beach at night (sounds of the waves lapping), I think it was quite an important episode as I remember the score was quite upbeat. I also think people on Earth had to come together and chant something to save the day. I know it's not much to go on, any ideas? Thanks
225668987	movie	extra	imdb	[SOLVED] Curling Scene. Movie featured a curling scene, seemed they waked out of a house on a estate or castle right out onto a frozen lake or pond but were using old time rocks. Not B&W remember it as a fairly big time movie,curling was small part of movie more about the people visiting estate.
225675542	movie	extra	imdb	Episode of 'The Wire'...SOLVED :). What's the name of the episode where Bunk, McNulty, and a couple of the other cops are in the bar, pondering robbing a liquor store to pay their bar tabs, and when they wonder who will be their getaway driver, they look over at McNulty who is hammered and is trying to pick up a couple of women at the bar? ""Every plan a weak link."", I think Bunk says. Hilarious! Sorry for not remembering all the character's names, I'm re-acquainting myself with the show. ""The psychologists call him a psychopath. They don't know what else to call him.""
225679230	movie	extra	imdb	WWII movie. I fell asleep to Turner Classic Movies very early Friday morning. The movie playing was set in WWII Czechoslovakia. People were speaking Czech in some if not all of the movie. I can't remember the title to save my life but would love to see the whole thing while I'm awake. Does anyone have a clue?
225681227	movie	extra	imdb	Not-fun-to-watch TV series on the subject of death and dying...SOLVED.... I think it might have been on HBO or Cinemax. I don't get either one, but I read about this series in a magazine, I believe. Maybe a few months ago...October or November. It has interviews with the terminally ill, and their families. Not all that pleasant a subject, and rather difficult to watch, according to the story I read, but I would like to remember the name of the series anyway, so I can learn more about it. It ran either this past fall or in the fall of 2012. Does anyone know what it was called? HONK if you love Jesus... TXT if you want to meet Him...
225682615	movie	extra	imdb	One picture, one movie. Hello, I'm looking for a movie. Here is a picture : http://img15.hostingpics.net/pics/82589514021.jpg Could you help me ? Thanks. Here is another picture : http://www.pix-host.com/allimages/20962574.jpg
225683267	movie	extra	imdb	solved Heather Thomas in a bikini in the opening credits of The Fall Guy. Which episode is that clip from? thanks in advance
225684599	movie	extra	imdb	movie name?. This one, I think, is very obscure. From what I recall it's a much older movie (and I don't mean 70s/80s!). All I remember is a girl who either gets taken away from her home or has a dream sequence where she's led out of her home to all of these crazy places. One of them is the place where kids wait to be born (they're not babies though - it looks like heaven and they might even have wings?) and she meets a boy and a girl who are very close or in love and then one of them is told that he/she is about to be born into the real world to a mother so they're not going to be together anymore. It's been like twenty years since I saw this so hopefully some of this is accurate enough to yield some results here. Thanks everyone!
225687877	movie	extra	imdb	Need help naming an old weird movie.... It was from either late 70's or early 80's. From what I remember there were 3 blue glowing orbs and an alien tracker. he would kill whoever possessed the orbs but he needed them to get back to his planet I think. I remember certain scenes were seen from the viewpoint of the tracker. It's been bugging me for years.
225688923	movie	extra	imdb	Help me remember 1980's Halloween movie SOLVED. I watched it when I was 15-16, so 89-90? It was about a werewolf, and a girl and the ending shot was a tombstone, and someone putting a Levi jacket over it and then walking away. Sorry that's all I can remember.
225697103	movie	extra	imdb	What movie does this resemble?. http://i830.photobucket.com/albums/zz226/karmadog/null_zps000a3c8e.jpg
225698380	movie	extra	imdb	Early 90s live-action Nickelodeon (?) kids TV show, 'secret lair' SOLVED. The host was an older, bearded man (Caucasian), sort of a Mr. Rogers rip-off kind of guy, who wanted to take you (the viewer) to his secret location. So the title sequence is him running through fields, over a fence, into a forest maybe, and eventually you end up in his secret ""lair"". He was carrying a backpack with him the whole time, I think. I don't recall the point of the show, and I think even as a kid, I watched it with a sort of perverse awe at how strange or bad it was. So I'm very curious to see it again. I think it was Nickelodeon, maybe PBS or something else. I watched a lot of shows around that time, including Heathcliff and Doug and Salute Your Shorts and Adventures of Pete and Pete, so I'm thinking it was around that time. Color TV show. All I remember is the title sequence.
225699790	movie	extra	imdb	Unknown Horror Movie Title. Hello I'm looking for a horror movie, but I do not know the title. Think the movie's set somewhere in the east Europe, and it's about a group of people who go into the foggy woods despite being warned that something evil's there. When wenturing through the foggy woods, some of them see an evil looking statue. Villagers start to attack the group adn at first it seems that villagers are possesed and evil, but in the end it's revealed that they are actually the protagonists and that the antagonists are people who gaze upon the statue. I dont know if this was good enough to help anyone, but any help would be appreciated. Thank you for your replies.
225701386	movie	extra	imdb	LOTR trilogy box, extra features scene question SOLVED. Hiya, I have the DVD box set of the extended versions of the trilogy, you know, this one: http://www.madhousebeyond.com/graphics/lotr-box.jpg And there is one particular scene in the extra features that I have tried to recall for years. Can't remember where it is. I don't want to have to go through thousands of minutes trying to find it again. It's where Peter Jackson is shooting Elijah's final scene of the trilogy, and he just doesn't want to yell 'cut'. He makes Wood do the scene over and over and over. People are wondering what he's doing. Finally he says cut and they (Jackson & Wood) embrace, knowing this was the last time they filmed a scene. Does anyone know on what disc this is? And chapter? very much thanks, J
225702806	movie	extra	imdb	Recent, two guys, autism ***solved***. Hi there! I would like to know the name of a movie a saw a trailler recently... (By ""recently"" I mean in the past 2 years) It's about two guys; both autists, it seems. Apparently one of them understands more about ""normal human"" behavior and tries to explian it to the other one, who lived with less social contact and can't socialize very well... I know nothing more about it... Except that it's not an old movie, but pretty recent. By the description I gave it should be really easy to find... And I'm really good at googling stuff... But somehow I just can't find this one :/
225702883	movie	extra	imdb	Please help me recognize movie about FBI agent - SOLVED. First of all, my english isn't very good, but I hope I wiil be able to explain what I'm looking for. I'm looking for a movie that takes place in USA. There is some Chinesse crime organization and a FBI agent is sent to their base of operations. He is somehow presented to that crime organization as security advisor that they called for to help them hide from the FBI, so they let him in, after checking him for any tracking devices (that he have but they are unable to detect). There is a woman going with him that I think also a FBI agent. The secret base that he goes into is deeply underground, but his location is being tracked by FBI. Inside, he finds many flaws in their security and even shows them there is FBI car seen in their security cameras that they haven't noticed. Then he sees they are going to kill in a few minutes someone called, I think, Henry Chan. He is able to alert FBI about that, and the FBI understands this Henry Chan is a civilian, an American Chinesse, who have worked secretly for the FBI and as a construction manager of some projects in China, gave to USA some secret information that he shouldn't give. They locate them at construcion site in the USA, where he just finished his work day and wants to go home and his son is with him. They are able to call him very short time before the killers arrive and warn him, then they arrive there and I think they was able to save him. However in the base of operations, the criminals realize that someone has broadcasted a message to the FBI. Before they realize who did this, the disguised FBI agent says it's one of their people and kills him. I don't know what happened next, or what is the name of the movie. However it seems to be a quite new, or at least not very old movie. Does somebody know what the movie is ? Thank you in advance,
225703589	movie	extra	imdb	I'm trying to find a 50/60s movie whose title - SOLVEDx3!. I'm trying to find a movie whose title I don't seem to remember - which isn't a joy - especially for a 50/60s movie that I've not seen again since about then. I was especially impressed at the use of mobile radio-phones to connect Garner (in his Caddy) and his bosses (in their plane) using an operator - and Natalie Wood. I believe it starred Natalie Wood and James Garner, but the write-ups for ""Cash McCall"" and ""The Wheeler-Dealers"" don't make them sound like a fit for this movie. Garner plays an errand boy for three older millionaires who want to buy things a bit off-price. They get a notion to buy a painting - and since speed seems to be essential, Garner leaves his Caddy in the southwest and goes to New York by air. There he needs transport and a driver who knows the town, but cabs are a costly nuisance for his purposes, so he buys one (and it's driver) to be available anytime, then sells it back to the cabby at a financial advantage to both parties. He finds the Gallery - and Natalie Wood - and starts negotiating for the painting AND falling in love with her. His airborne angels figure this little quirk in the deal out and maneuver everything so everyone gets what they want. Can anybody be of help in this search? SOLVED! Thanks in advance, JB. ""Vademecum...""
225709207	movie	extra	imdb	Movie about superpowers SOLVED. One more question for now - there is a movie I have seen on TV more than 20 years ago. It's about a man who have super powers (I don't remember what was his powers, maybe extraordinary strength and speed). However he has one major vulnerability - he is very weak in the darkness, not only he doesn't have his powers ,but if he remains in the darkness he starts to feel very bad and ill. He have a small son, who have the same powers that he has, and also feels bad in the darkness. Then they both have to travel somewhere, the way is very long and the car goes a long way in the darkness, so they both feel bad... it's all that I remember. Can this movie be identified ? Thank you in advance again.
